,season,holiday,workingday,weather,temp,atemp,humidity,windspeed,count,dayofweek,hour,month,year
1917,2,0,1,3,22.14,25.76,52,23.9994,292,4,19,5,2011
1918,2,0,1,1,21.32,25.0,48,7.0015,190,4,20,5,2011
1919,2,0,1,1,19.68,23.485,67,8.9981,152,4,21,5,2011
1920,2,0,1,1,18.86,22.725,72,15.0013,151,4,22,5,2011
1921,2,0,1,1,18.04,21.97,82,8.9981,120,4,23,5,2011
1922,2,0,0,1,17.22,21.21,82,8.9981,86,5,0,5,2011
1923,2,0,0,1,17.22,21.21,82,7.0015,58,5,1,5,2011
1924,2,0,0,1,17.22,21.21,82,6.0032,52,5,2,5,2011
1925,2,0,0,1,17.22,21.21,77,6.0032,18,5,3,5,2011
1926,2,0,0,1,16.4,20.455,82,7.0015,5,5,4,5,2011
1927,2,0,0,1,18.86,22.725,59,8.9981,7,5,5,5,2011
1928,2,0,0,1,17.22,21.21,77,6.0032,13,5,6,5,2011
1929,2,0,0,1,19.68,23.485,59,0.0,40,5,7,5,2011
1930,2,0,0,1,21.32,25.0,52,12.998,115,5,8,5,2011
1931,2,0,0,1,22.14,25.76,49,19.0012,218,5,9,5,2011
1932,2,0,0,1,22.96,26.515,49,19.9995,298,5,10,5,2011
1933,2,0,0,1,22.96,26.515,43,0.0,347,5,11,5,2011
1934,2,0,0,1,24.6,31.06,40,12.998,373,5,12,5,2011
1935,2,0,0,1,24.6,31.06,35,19.0012,436,5,13,5,2011
1936,2,0,0,3,24.6,31.06,35,11.0014,378,5,14,5,2011
1937,2,0,0,1,24.6,31.06,38,16.9979,378,5,15,5,2011
1938,2,0,0,1,24.6,31.06,38,12.998,342,5,16,5,2011
1939,2,0,0,1,23.78,27.275,40,15.0013,354,5,17,5,2011
1940,2,0,0,1,23.78,27.275,37,11.0014,289,5,18,5,2011
1941,2,0,0,1,22.96,26.515,43,12.998,267,5,19,5,2011
1942,2,0,0,1,22.96,26.515,43,8.9981,219,5,20,5,2011
1943,2,0,0,1,22.14,25.76,49,15.0013,182,5,21,5,2011
1944,2,0,0,1,22.14,25.76,49,12.998,120,5,22,5,2011
1945,2,0,0,1,20.5,24.24,59,7.0015,119,5,23,5,2011
1946,2,0,0,2,20.5,24.24,59,7.0015,100,6,0,5,2011
1947,2,0,0,2,21.32,25.0,55,0.0,64,6,1,5,2011
1948,2,0,0,1,19.68,23.485,63,0.0,59,6,2,5,2011
1949,2,0,0,1,18.86,22.725,72,6.0032,31,6,3,5,2011
1950,2,0,0,1,17.22,21.21,82,0.0,10,6,4,5,2011
1951,2,0,0,2,18.04,21.97,77,0.0,5,6,5,5,2011
1952,2,0,0,2,18.04,21.97,82,0.0,6,6,6,5,2011
1953,2,0,0,2,18.86,22.725,82,0.0,23,6,7,5,2011
1954,2,0,0,1,21.32,25.0,63,8.9981,86,6,8,5,2011
1955,2,0,0,1,22.96,26.515,52,15.0013,160,6,9,5,2011
1956,2,0,0,1,23.78,27.275,49,8.9981,244,6,10,5,2011
1957,2,0,0,1,23.78,27.275,49,6.0032,340,6,11,5,2011
1958,2,0,0,1,24.6,31.06,46,6.0032,382,6,12,5,2011
1959,2,0,0,1,24.6,31.06,49,8.9981,390,6,13,5,2011
1960,2,0,0,1,24.6,31.06,49,0.0,366,6,14,5,2011
1961,2,0,0,1,24.6,31.06,49,0.0,358,6,15,5,2011
1962,2,0,0,1,24.6,31.06,46,7.0015,385,6,16,5,2011
1963,2,0,0,3,23.78,27.275,49,19.0012,351,6,17,5,2011
1964,2,0,0,1,23.78,27.275,49,0.0,268,6,18,5,2011
1965,2,0,0,1,22.96,26.515,64,0.0,239,6,19,5,2011
1966,2,0,0,1,21.32,25.0,77,8.9981,174,6,20,5,2011
1967,2,0,0,1,21.32,25.0,77,6.0032,127,6,21,5,2011
1968,2,0,0,1,20.5,24.24,88,6.0032,115,6,22,5,2011
1969,2,0,0,1,18.86,22.725,88,6.0032,50,6,23,5,2011
1970,2,0,1,1,18.86,22.725,82,6.0032,53,0,0,5,2011
1971,2,0,1,1,18.04,21.97,88,0.0,33,0,1,5,2011
1972,2,0,1,1,18.04,21.97,94,0.0,8,0,2,5,2011
1973,2,0,1,1,18.86,22.725,82,6.0032,7,0,3,5,2011
1974,2,0,1,1,17.22,21.21,82,11.0014,4,0,4,5,2011
1975,2,0,1,1,17.22,21.21,77,11.0014,23,0,5,5,2011
1976,2,0,1,1,18.04,21.97,72,16.9979,89,0,6,5,2011
1977,2,0,1,1,19.68,23.485,63,16.9979,237,0,7,5,2011
1978,2,0,1,1,21.32,25.0,55,15.0013,374,0,8,5,2011
1979,2,0,1,1,22.14,25.76,56,11.0014,178,0,9,5,2011
1980,2,0,1,1,22.96,26.515,52,12.998,119,0,10,5,2011
1981,2,0,1,1,24.6,31.06,46,15.0013,125,0,11,5,2011
1982,2,0,1,1,24.6,31.06,43,12.998,195,0,12,5,2011
1983,2,0,1,1,25.42,31.06,38,19.0012,174,0,13,5,2011
1984,2,0,1,1,25.42,31.06,41,15.0013,162,0,14,5,2011
1985,2,0,1,1,25.42,31.06,41,15.0013,199,0,15,5,2011
1986,2,0,1,1,26.24,31.06,38,15.0013,304,0,16,5,2011
1987,2,0,1,1,25.42,31.06,38,16.9979,598,0,17,5,2011
1988,2,0,1,1,25.42,31.06,38,19.9995,524,0,18,5,2011
1989,2,0,1,1,23.78,27.275,43,12.998,384,0,19,5,2011
1990,2,0,1,1,22.14,25.76,49,12.998,239,0,20,5,2011
1991,2,0,1,1,21.32,25.0,59,8.9981,156,0,21,5,2011
1992,2,0,1,1,21.32,25.0,68,6.0032,116,0,22,5,2011
1993,2,0,1,1,20.5,24.24,68,6.0032,61,0,23,5,2011
1994,2,0,1,1,19.68,23.485,63,0.0,18,1,0,5,2011
1995,2,0,1,1,18.86,22.725,59,6.0032,15,1,1,5,2011
1996,2,0,1,1,18.04,21.97,58,8.9981,5,1,2,5,2011
1997,2,0,1,1,18.04,21.97,54,12.998,4,1,3,5,2011
1998,2,0,1,1,17.22,21.21,62,16.9979,2,1,4,5,2011
1999,2,0,1,1,16.4,20.455,66,15.0013,29,1,5,5,2011
2000,2,0,1,1,17.22,21.21,67,8.9981,112,1,6,5,2011
2001,2,0,1,2,18.04,21.97,62,8.9981,314,1,7,5,2011
2002,2,0,1,2,20.5,24.24,51,7.0015,425,1,8,5,2011
2003,2,0,1,2,21.32,25.0,48,7.0015,205,1,9,5,2011
2004,2,0,1,2,22.96,26.515,37,6.0032,127,1,10,5,2011
2005,2,0,1,2,22.96,26.515,43,8.9981,125,1,11,5,2011
2006,2,0,1,2,24.6,31.06,38,0.0,217,1,12,5,2011
2007,2,0,1,2,25.42,31.06,38,16.9979,202,1,13,5,2011
2008,2,0,1,2,25.42,31.06,33,0.0,176,1,14,5,2011
2009,2,0,1,2,26.24,31.06,33,6.0032,180,1,15,5,2011
2010,2,0,1,1,27.06,31.06,31,7.0015,327,1,16,5,2011
2011,2,0,1,1,26.24,31.06,33,0.0,611,1,17,5,2011
2012,2,0,1,1,26.24,31.06,29,8.9981,550,1,18,5,2011
2013,2,0,1,1,24.6,31.06,43,15.0013,434,1,19,5,2011
2014,2,0,1,1,22.14,25.76,60,8.9981,291,1,20,5,2011
2015,2,0,1,1,22.14,25.76,52,0.0,203,1,21,5,2011
2016,2,0,1,1,21.32,25.0,55,7.0015,150,1,22,5,2011
2017,2,0,1,2,21.32,25.0,59,8.9981,81,1,23,5,2011
2018,2,0,1,2,21.32,25.0,55,8.9981,38,2,0,5,2011
2019,2,0,1,2,20.5,24.24,59,7.0015,20,2,1,5,2011
2020,2,0,1,1,21.32,25.0,59,0.0,10,2,2,5,2011
2021,2,0,1,1,20.5,24.24,63,15.0013,3,2,3,5,2011
2022,2,0,1,2,19.68,23.485,88,8.9981,2,2,4,5,2011
2023,2,0,1,1,18.86,22.725,88,8.9981,20,2,5,5,2011
2024,2,0,1,1,18.86,22.725,82,8.9981,99,2,6,5,2011
2025,2,0,1,1,19.68,23.485,72,12.998,318,2,7,5,2011
2026,2,0,1,1,19.68,23.485,77,16.9979,442,2,8,5,2011
2027,2,0,1,1,21.32,25.0,72,8.9981,203,2,9,5,2011
2028,2,0,1,1,22.14,25.76,68,6.0032,154,2,10,5,2011
2029,2,0,1,1,22.96,26.515,64,6.0032,141,2,11,5,2011
2030,2,0,1,1,24.6,31.06,56,0.0,226,2,12,5,2011
2031,2,0,1,1,25.42,31.06,50,0.0,193,2,13,5,2011
2032,2,0,1,1,25.42,31.06,53,6.0032,177,2,14,5,2011
2033,2,0,1,1,26.24,31.06,41,0.0,179,2,15,5,2011
2034,2,0,1,1,27.06,31.06,39,0.0,289,2,16,5,2011
2035,2,0,1,1,26.24,31.06,47,7.0015,259,2,17,5,2011
2036,2,0,1,1,25.42,31.06,50,19.9995,274,2,18,5,2011
2037,2,0,1,1,22.96,26.515,52,8.9981,401,2,19,5,2011
2038,2,0,1,1,22.14,25.76,64,8.9981,273,2,20,5,2011
2039,2,0,1,1,22.14,25.76,60,0.0,234,2,21,5,2011
2040,2,0,1,1,20.5,24.24,72,16.9979,146,2,22,5,2011
2041,2,0,1,1,18.86,22.725,88,16.9979,81,2,23,5,2011
2042,2,0,1,2,18.86,22.725,88,15.0013,44,3,0,5,2011
2043,2,0,1,1,18.86,22.725,88,15.0013,17,3,1,5,2011
2044,2,0,1,1,18.04,21.97,94,12.998,15,3,2,5,2011
2045,2,0,1,1,18.04,21.97,88,8.9981,5,3,3,5,2011
2046,2,0,1,1,17.22,21.21,94,0.0,6,3,4,5,2011
2047,2,0,1,1,17.22,21.21,94,8.9981,29,3,5,5,2011
2048,2,0,1,1,18.04,21.97,88,0.0,112,3,6,5,2011
2049,2,0,1,1,18.86,22.725,88,8.9981,297,3,7,5,2011
2050,2,0,1,1,19.68,23.485,82,12.998,421,3,8,5,2011
2051,2,0,1,2,20.5,24.24,77,19.0012,212,3,9,5,2011
2052,2,0,1,2,22.14,25.76,68,15.0013,147,3,10,5,2011
2053,2,0,1,1,23.78,27.275,60,15.0013,179,3,11,5,2011
2054,2,0,1,1,23.78,27.275,60,15.0013,207,3,12,5,2011
2055,2,0,1,2,25.42,31.06,57,19.9995,218,3,13,5,2011
2056,2,0,1,2,25.42,30.305,61,15.0013,191,3,14,5,2011
2057,2,0,1,2,26.24,31.06,53,16.9979,217,3,15,5,2011
2058,2,0,1,2,26.24,31.06,57,16.9979,288,3,16,5,2011
2059,2,0,1,2,26.24,31.06,57,12.998,594,3,17,5,2011
2060,2,0,1,1,25.42,30.305,69,15.0013,527,3,18,5,2011
2061,2,0,1,2,24.6,30.305,64,12.998,364,3,19,5,2011
2062,2,0,1,1,24.6,30.305,64,12.998,276,3,20,5,2011
2063,2,0,1,1,22.96,26.515,83,8.9981,223,3,21,5,2011
2064,2,0,1,1,22.14,25.76,83,12.998,172,3,22,5,2011
2065,2,0,1,2,22.14,25.76,77,12.998,103,3,23,5,2011
2066,2,0,1,2,21.32,25.0,83,11.0014,52,4,0,5,2011
2067,2,0,1,1,21.32,25.0,83,11.0014,20,4,1,5,2011
2068,2,0,1,2,20.5,24.24,88,8.9981,11,4,2,5,2011
2069,2,0,1,2,20.5,24.24,88,8.9981,4,4,3,5,2011
2070,2,0,1,3,20.5,24.24,88,11.0014,5,4,4,5,2011
2071,2,0,1,2,20.5,24.24,88,12.998,25,4,5,5,2011
2072,2,0,1,3,20.5,24.24,88,8.9981,82,4,6,5,2011
2073,2,0,1,3,20.5,24.24,88,11.0014,157,4,7,5,2011
2074,2,0,1,2,20.5,24.24,88,12.998,387,4,8,5,2011
2075,2,0,1,2,20.5,24.24,88,12.998,233,4,9,5,2011
2076,2,0,1,2,21.32,25.0,83,8.9981,130,4,10,5,2011
2077,2,0,1,2,21.32,25.0,83,11.0014,146,4,11,5,2011
2078,2,0,1,2,21.32,25.0,88,12.998,223,4,12,5,2011
2079,2,0,1,2,21.32,25.0,88,26.0027,226,4,13,5,2011
2080,2,0,1,2,21.32,25.0,87,19.0012,190,4,14,5,2011
2081,2,0,1,2,21.32,25.0,88,11.0014,198,4,15,5,2011
2082,2,0,1,2,21.32,25.0,88,8.9981,300,4,16,5,2011
2083,2,0,1,3,21.32,25.0,88,11.0014,491,4,17,5,2011
2084,2,0,1,3,21.32,25.0,88,11.0014,398,4,18,5,2011
2085,2,0,1,2,21.32,25.0,83,12.998,270,4,19,5,2011
2086,2,0,1,2,21.32,25.0,83,8.9981,152,4,20,5,2011
2087,2,0,1,2,21.32,25.0,84,11.0014,154,4,21,5,2011
2088,2,0,1,2,21.32,25.0,83,15.0013,132,4,22,5,2011
2089,2,0,1,3,20.5,24.24,88,11.0014,119,4,23,5,2011
2090,2,0,0,2,20.5,24.24,88,8.9981,102,5,0,5,2011
2091,2,0,0,2,20.5,24.24,88,8.9981,82,5,1,5,2011
2092,2,0,0,2,20.5,24.24,88,8.9981,52,5,2,5,2011
2093,2,0,0,2,20.5,24.24,88,8.9981,35,5,3,5,2011
2094,2,0,0,2,20.5,24.24,82,11.0014,5,5,4,5,2011
2095,2,0,0,2,20.5,24.24,82,7.0015,14,5,5,5,2011
2096,2,0,0,2,20.5,24.24,88,7.0015,11,5,6,5,2011
2097,2,0,0,3,19.68,23.485,100,0.0,32,5,7,5,2011
2098,2,0,0,3,20.5,24.24,94,0.0,88,5,8,5,2011
2099,2,0,0,2,21.32,25.0,94,6.0032,100,5,9,5,2011
2100,2,0,0,2,21.32,25.0,94,11.0014,167,5,10,5,2011
2101,2,0,0,2,21.32,25.0,94,8.9981,279,5,11,5,2011
2102,2,0,0,3,21.32,25.0,100,6.0032,279,5,12,5,2011
2103,2,0,0,3,21.32,25.0,100,6.0032,248,5,13,5,2011
2104,2,0,0,2,22.14,25.76,94,8.9981,216,5,14,5,2011
2105,2,0,0,2,22.14,25.76,94,11.0014,294,5,15,5,2011
2106,2,0,0,2,22.14,25.76,94,12.998,295,5,16,5,2011
2107,2,0,0,2,22.96,26.515,88,12.998,272,5,17,5,2011
2108,2,0,0,2,22.96,26.515,88,15.0013,304,5,18,5,2011
2109,2,0,0,3,22.14,25.76,94,8.9981,248,5,19,5,2011
2110,2,0,0,3,22.14,25.76,94,8.9981,157,5,20,5,2011
2111,2,0,0,3,22.14,25.76,94,15.0013,59,5,21,5,2011
2112,2,0,0,3,22.14,25.76,94,11.0014,26,5,22,5,2011
2113,2,0,0,3,21.32,25.0,100,12.998,44,5,23,5,2011
2114,2,0,0,2,21.32,25.0,100,0.0,39,6,0,5,2011
2115,2,0,0,2,21.32,25.0,100,7.0015,47,6,1,5,2011
2116,2,0,0,2,21.32,25.0,100,8.9981,50,6,2,5,2011
2117,2,0,0,2,21.32,25.0,100,0.0,32,6,3,5,2011
2118,2,0,0,2,21.32,25.0,100,0.0,13,6,4,5,2011
2119,2,0,0,3,21.32,25.0,100,7.0015,14,6,5,5,2011
2120,2,0,0,2,21.32,25.0,100,8.9981,17,6,6,5,2011
2121,2,0,0,2,21.32,25.0,100,8.9981,42,6,7,5,2011
2122,2,0,0,2,22.14,25.76,94,8.9981,70,6,8,5,2011
2123,2,0,0,1,23.78,27.275,83,16.9979,134,6,9,5,2011
2124,2,0,0,1,23.78,27.275,83,15.0013,226,6,10,5,2011
2125,2,0,0,1,24.6,28.79,78,15.0013,322,6,11,5,2011
2126,2,0,0,1,25.42,29.545,73,19.9995,367,6,12,5,2011
2127,2,0,0,1,25.42,29.545,73,19.0012,456,6,13,5,2011
2128,2,0,0,1,26.24,30.305,73,12.998,437,6,14,5,2011
2129,2,0,0,1,27.06,31.06,69,16.9979,459,6,15,5,2011
2130,2,0,0,1,26.24,30.305,69,16.9979,440,6,16,5,2011
2131,2,0,0,3,22.96,26.515,78,23.9994,392,6,17,5,2011
2132,2,0,0,1,22.96,26.515,78,16.9979,237,6,18,5,2011
2133,2,0,0,1,22.96,26.515,83,7.0015,231,6,19,5,2011
2134,2,0,0,1,22.14,25.76,88,0.0,191,6,20,5,2011
2135,2,0,0,1,22.14,25.76,88,0.0,151,6,21,5,2011
2136,2,0,0,1,22.96,26.515,83,0.0,117,6,22,5,2011
2137,2,0,0,1,22.14,25.76,88,15.0013,69,6,23,5,2011
2138,2,0,1,1,21.32,25.0,94,7.0015,38,0,0,5,2011
2139,2,0,1,1,21.32,25.0,94,8.9981,14,0,1,5,2011
2140,2,0,1,1,20.5,24.24,100,6.0032,13,0,2,5,2011
2141,2,0,1,1,20.5,24.24,94,11.0014,4,0,3,5,2011
2142,2,0,1,1,20.5,24.24,100,8.9981,6,0,4,5,2011
2143,2,0,1,1,20.5,24.24,93,12.998,21,0,5,5,2011
2144,2,0,1,1,21.32,25.0,88,11.0014,104,0,6,5,2011
2145,2,0,1,1,21.32,25.0,83,19.0012,272,0,7,5,2011
2146,2,0,1,1,22.96,26.515,73,19.9995,394,0,8,5,2011
2147,2,0,1,1,24.6,29.545,69,12.998,194,0,9,5,2011
2148,2,0,1,1,25.42,30.305,65,6.0032,112,0,10,5,2011
2149,2,0,1,1,26.24,31.06,57,0.0,185,0,11,5,2011
2150,2,0,1,1,27.06,31.06,54,6.0032,209,0,12,5,2011
2151,2,0,1,1,27.88,31.82,51,0.0,214,0,13,5,2011
2152,2,0,1,1,27.88,31.82,51,0.0,193,0,14,5,2011
2153,2,0,1,1,29.52,33.335,51,0.0,165,0,15,5,2011
2154,2,0,1,3,24.6,28.79,78,16.9979,226,0,16,5,2011
2155,2,0,1,1,23.78,27.275,88,15.0013,274,0,17,5,2011
2156,2,0,1,3,23.78,27.275,83,12.998,453,0,18,5,2011
2157,2,0,1,1,23.78,27.275,83,16.9979,308,0,19,5,2011
2158,2,0,1,1,23.78,27.275,83,0.0,198,0,20,5,2011
2159,2,0,1,1,23.78,27.275,83,0.0,177,0,21,5,2011
2160,2,0,1,1,22.96,26.515,88,6.0032,127,0,22,5,2011
2161,2,0,1,1,22.96,26.515,88,6.0032,57,0,23,5,2011
2162,2,0,1,2,22.96,26.515,88,0.0,31,1,0,5,2011
2163,2,0,1,3,22.96,26.515,88,0.0,13,1,1,5,2011
2164,2,0,1,3,22.96,26.515,88,0.0,8,1,2,5,2011
2165,2,0,1,3,22.14,25.76,94,16.9979,4,1,3,5,2011
2166,2,0,1,3,22.14,25.76,94,16.9979,4,1,4,5,2011
2167,2,0,1,3,21.32,25.0,94,16.9979,22,1,5,5,2011
2168,2,0,1,3,21.32,25.0,94,16.9979,49,1,6,5,2011
2169,2,0,1,2,21.32,25.0,94,16.9979,151,1,7,5,2011
2170,2,0,1,2,21.32,25.0,94,19.9995,347,1,8,5,2011
2171,2,0,1,2,22.14,25.76,88,16.9979,207,1,9,5,2011
2172,2,0,1,3,22.14,25.76,88,16.9979,104,1,10,5,2011
2173,2,0,1,2,22.96,26.515,83,27.9993,130,1,11,5,2011
2174,2,0,1,3,22.96,26.515,83,27.9993,153,1,12,5,2011
2175,2,0,1,2,22.96,26.515,88,22.0028,172,1,13,5,2011
2176,2,0,1,1,25.42,29.545,73,31.0009,184,1,14,5,2011
2177,2,0,1,1,25.42,30.305,69,30.0026,210,1,15,5,2011
2178,2,0,1,1,25.42,30.305,61,22.0028,290,1,16,5,2011
2179,2,0,1,1,25.42,30.305,65,27.9993,604,1,17,5,2011
2180,2,0,1,1,24.6,29.545,69,19.9995,480,1,18,5,2011
2181,2,0,1,1,24.6,29.545,69,16.9979,349,1,19,5,2011
2182,2,0,1,1,23.78,27.275,83,27.9993,283,1,20,5,2011
2183,2,0,1,1,22.14,25.76,88,16.9979,174,1,21,5,2011
2184,2,0,1,2,22.14,25.76,88,19.0012,98,1,22,5,2011
2185,2,0,1,2,22.14,25.76,88,16.9979,56,1,23,5,2011
2186,2,0,1,2,22.14,25.76,88,15.0013,23,2,0,5,2011
2187,2,0,1,2,22.14,25.76,88,16.9979,12,2,1,5,2011
2188,2,0,1,3,21.32,25.0,94,15.0013,6,2,2,5,2011
2189,2,0,1,3,21.32,25.0,94,19.9995,9,2,3,5,2011
2190,2,0,1,3,21.32,25.0,94,19.9995,3,2,4,5,2011
2191,2,0,1,1,21.32,25.0,100,15.0013,9,2,5,5,2011
2192,2,0,1,1,21.32,25.0,100,8.9981,101,2,6,5,2011
2193,2,0,1,1,22.14,25.76,88,12.998,274,2,7,5,2011
2194,2,0,1,1,22.96,26.515,88,19.0012,453,2,8,5,2011
2195,2,0,1,3,22.96,26.515,83,16.9979,202,2,9,5,2011
2196,2,0,1,3,22.14,25.76,88,19.0012,106,2,10,5,2011
2197,2,0,1,2,22.14,25.76,94,6.0032,23,2,11,5,2011
2198,2,0,1,1,22.96,26.515,94,19.9995,54,2,12,5,2011
2199,2,0,1,2,22.96,26.515,83,22.0028,122,2,13,5,2011
2200,2,0,1,2,23.78,27.275,78,19.0012,138,2,14,5,2011
2201,2,0,1,1,24.6,28.79,78,16.9979,167,2,15,5,2011
2202,2,0,1,1,24.6,29.545,73,12.998,294,2,16,5,2011
2203,2,0,1,1,24.6,29.545,69,8.9981,565,2,17,5,2011
2204,2,0,1,1,24.6,29.545,73,15.0013,489,2,18,5,2011
2205,2,0,1,3,22.96,26.515,88,8.9981,331,2,19,5,2011
2206,2,0,1,3,22.96,26.515,88,8.9981,213,2,20,5,2011
2207,2,0,1,1,21.32,25.0,88,0.0,85,2,21,5,2011
2208,2,0,1,1,21.32,25.0,83,0.0,117,2,22,5,2011
2209,2,0,1,1,21.32,25.0,94,6.0032,59,2,23,5,2011
2210,2,0,1,1,21.32,25.0,94,7.0015,29,3,0,5,2011
2211,2,0,1,1,20.5,24.24,94,0.0,6,3,1,5,2011
2212,2,0,1,1,20.5,24.24,94,0.0,15,3,2,5,2011
2213,2,0,1,1,19.68,23.485,100,0.0,4,3,3,5,2011
2214,2,0,1,1,19.68,23.485,94,0.0,5,3,4,5,2011
2215,2,0,1,1,19.68,23.485,94,0.0,26,3,5,5,2011
2216,2,0,1,2,20.5,24.24,94,0.0,103,3,6,5,2011
2217,2,0,1,2,20.5,24.24,100,0.0,257,3,7,5,2011
2218,2,0,1,2,21.32,25.0,88,0.0,487,3,8,5,2011
2219,2,0,1,2,22.14,25.76,88,6.0032,216,3,9,5,2011
2220,2,0,1,2,22.14,25.76,83,0.0,130,3,10,5,2011
2221,2,0,1,3,22.14,25.76,88,11.0014,164,3,11,5,2011
2222,2,0,1,2,23.78,27.275,78,7.0015,168,3,12,5,2011
2223,2,0,1,3,23.78,27.275,64,16.9979,183,3,13,5,2011
2224,2,0,1,3,22.14,25.76,73,12.998,180,3,14,5,2011
2225,2,0,1,1,22.96,26.515,78,11.0014,188,3,15,5,2011
2226,2,0,1,1,23.78,27.275,64,12.998,302,3,16,5,2011
2227,2,0,1,1,22.96,26.515,78,11.0014,547,3,17,5,2011
2228,2,0,1,1,24.6,31.06,55,11.0014,513,3,18,5,2011
2229,2,0,1,1,23.78,27.275,60,8.9981,410,3,19,5,2011
2230,2,0,1,1,22.14,25.76,77,19.0012,282,3,20,5,2011
2231,2,0,1,1,22.14,25.76,77,19.0012,209,3,21,5,2011
2232,2,0,1,3,20.5,24.24,82,19.9995,79,3,22,5,2011
2233,2,0,1,1,19.68,23.485,94,0.0,72,3,23,5,2011
2234,2,0,1,1,28.7,33.335,79,11.0014,34,2,0,6,2011
2235,2,0,1,1,28.7,33.335,84,16.9979,17,2,1,6,2011
2236,2,0,1,1,28.7,33.335,79,11.0014,3,2,2,6,2011
2237,2,0,1,1,27.88,31.82,89,12.998,6,2,3,6,2011
2238,2,0,1,2,27.88,31.82,89,15.0013,4,2,4,6,2011
2239,2,0,1,2,27.06,29.545,89,6.0032,21,2,5,6,2011
2240,2,0,1,2,27.88,31.82,89,6.0032,128,2,6,6,2011
2241,2,0,1,2,28.7,33.335,79,11.0014,284,2,7,6,2011
2242,2,0,1,2,29.52,34.85,79,12.998,454,2,8,6,2011
2243,2,0,1,2,30.34,35.605,74,15.0013,207,2,9,6,2011
2244,2,0,1,2,31.16,37.12,75,16.9979,115,2,10,6,2011
2245,2,0,1,2,33.62,40.15,59,15.0013,112,2,11,6,2011
2246,2,0,1,1,35.26,41.665,53,0.0,169,2,12,6,2011
2247,2,0,1,1,36.9,40.91,37,12.998,154,2,13,6,2011
2248,2,0,1,1,36.9,40.91,37,16.9979,145,2,14,6,2011
2249,2,0,1,1,36.9,41.665,39,19.9995,152,2,15,6,2011
2250,2,0,1,1,35.26,40.15,47,19.9995,266,2,16,6,2011
2251,2,0,1,1,35.26,40.15,47,19.9995,486,2,17,6,2011
2252,2,0,1,3,33.62,39.395,56,26.0027,309,2,18,6,2011
2253,2,0,1,2,30.34,35.605,79,11.0014,264,2,19,6,2011
2254,2,0,1,2,30.34,35.605,79,16.9979,256,2,20,6,2011
2255,2,0,1,1,30.34,34.85,70,19.0012,190,2,21,6,2011
2256,2,0,1,1,30.34,34.85,66,8.9981,129,2,22,6,2011
2257,2,0,1,1,30.34,33.335,51,11.0014,69,2,23,6,2011
2258,2,0,1,1,30.34,32.575,40,23.9994,42,3,0,6,2011
2259,2,0,1,1,29.52,32.575,38,7.0015,15,3,1,6,2011
2260,2,0,1,1,28.7,31.82,39,0.0,6,3,2,6,2011
2261,2,0,1,1,27.06,31.06,44,7.0015,4,3,3,6,2011
2262,2,0,1,1,27.06,31.06,41,12.998,3,3,4,6,2011
2263,2,0,1,1,27.06,31.06,39,15.0013,31,3,5,6,2011
2264,2,0,1,1,27.06,31.06,39,8.9981,113,3,6,6,2011
2265,2,0,1,1,28.7,31.82,34,16.9979,304,3,7,6,2011
2266,2,0,1,1,28.7,31.82,32,19.9995,467,3,8,6,2011
2267,2,0,1,1,29.52,31.82,26,23.9994,225,3,9,6,2011
2268,2,0,1,1,29.52,32.575,28,32.9975,139,3,10,6,2011
2269,2,0,1,1,30.34,32.575,28,26.0027,165,3,11,6,2011
2270,2,0,1,1,31.16,33.335,25,31.0009,232,3,12,6,2011
2271,2,0,1,1,32.8,34.09,24,23.9994,203,3,13,6,2011
2272,2,0,1,1,31.98,33.335,24,22.0028,185,3,14,6,2011
2273,2,0,1,1,32.8,34.09,21,26.0027,188,3,15,6,2011
2274,2,0,1,1,32.8,34.09,22,32.9975,318,3,16,6,2011
2275,2,0,1,1,31.16,32.575,20,35.0008,572,3,17,6,2011
2276,2,0,1,1,30.34,32.575,22,26.0027,525,3,18,6,2011
2277,2,0,1,1,29.52,31.82,23,19.9995,379,3,19,6,2011
2278,2,0,1,1,28.7,31.82,24,12.998,337,3,20,6,2011
2279,2,0,1,1,27.06,31.06,31,12.998,248,3,21,6,2011
2280,2,0,1,1,26.24,31.06,33,16.9979,155,3,22,6,2011
2281,2,0,1,1,25.42,31.06,35,15.0013,112,3,23,6,2011
2282,2,0,1,1,25.42,31.06,38,19.0012,68,4,0,6,2011
2283,2,0,1,1,24.6,31.06,38,23.9994,22,4,1,6,2011
2284,2,0,1,1,22.96,26.515,43,15.0013,12,4,2,6,2011
2285,2,0,1,1,22.14,25.76,49,15.0013,5,4,3,6,2011
2286,2,0,1,1,21.32,25.0,48,22.0028,6,4,4,6,2011
2287,2,0,1,1,21.32,25.0,48,23.9994,28,4,5,6,2011
2288,2,0,1,1,22.14,25.76,45,19.9995,106,4,6,6,2011
2289,2,0,1,1,22.14,25.76,45,16.9979,277,4,7,6,2011
2290,2,0,1,2,22.96,26.515,43,22.0028,502,4,8,6,2011
2291,2,0,1,1,23.78,27.275,40,11.0014,230,4,9,6,2011
2292,2,0,1,1,25.42,31.06,33,16.9979,161,4,10,6,2011
2293,2,0,1,1,26.24,31.06,31,22.0028,192,4,11,6,2011
2294,2,0,1,1,27.06,31.06,27,19.0012,259,4,12,6,2011
2295,2,0,1,1,27.88,31.06,26,16.9979,248,4,13,6,2011
